date,JDUT,Ls
2133-09-05,2500369.5,73.45125743843465
2133-12-01,2500456.5,76.09571326384484
2134-02-26,2500543.5,78.72314877632135
2134-05-24,2500630.5,81.35112248535555
2134-08-19,2500717.5,83.97752032267321
2134-11-14,2500804.5,86.59072086693659
2135-02-09,2500891.5,89.21827693479113
2135-05-07,2500978.5,91.82074492733405
2135-08-02,2501065.5,94.44796100322269
2135-10-28,2501152.5,97.04655432335333
2136-01-23,2501239.5,99.67234224779375
2136-04-19,2501326.5,102.27319891963401
2136-07-15,2501413.5,104.89522656005802
2136-10-10,2501500.5,107.50477309588898
2137-01-05,2501587.5,110.12426579711197
2137-04-02,2501674.5,112.74559301679365
2137-06-28,2501761.5,115.36356572484424
2137-09-23,2501848.5,117.99867616572686
2137-12-19,2501935.5,120.62030271598248
2138-03-16,2502022.5,123.26817577834423
2138-06-11,2502109.5,125.89854290445948
2138-09-06,2502196.5,128.55819686911795
2138-12-02,2502283.5,131.2039339467265
2139-02-27,2502370.5,133.87415800817377
2139-05-25,2502457.5,136.54008451247972
2139-08-20,2502544.5,139.22231086710903
2139-11-15,2502631.5,141.91141152953756
2140-02-10,2502718.5,144.6078610019862
2140-05-07,2502805.5,147.32154586201702
2140-08-02,2502892.5,150.03694860251858
2140-10-28,2502979.5,152.77504584378858
2141-01-23,2503066.5,155.51325021312252
2141-04-20,2503153.5,158.27573719744547
2141-07-16,2503240.5,161.04150624943557
2141-10-11,2503327.5,163.8285821514351
2142-01-06,2503414.5,166.62405431378332
2142-04-03,2503501.5,169.4372040483015
2142-06-29,2503588.5,172.26388077964984
2142-09-24,2503675.5,175.1055256813252
2142-12-20,2503762.5,177.96306684882336
2143-03-17,2503849.5,180.83584850157905
2143-06-12,2503936.5,183.72400709997157
2143-09-07,2504023.5,186.62995430553673
2143-12-03,2504110.5,189.54909913913116
2144-02-28,2504197.5,192.48885409655233
2144-05-25,2504284.5,195.43983934702183
2144-08-20,2504371.5,198.41273724270002
2144-11-15,2504458.5,201.39746984128973
2145-02-10,2504545.5,204.40155251774158
2145-05-08,2504632.5,207.42142218842324
2145-08-03,2504719.5,210.45493706319084
2145-10-29,2504806.5,213.51089461688778
2146-01-24,2504893.5,216.57221602385206
2146-04-21,2504980.5,219.6626594602852
2146-07-17,2505067.5,222.7524282142288
2146-10-12,2505154.5,225.8743928156472
2147-01-07,2505241.5,228.99270732709945
2147-04-04,2505328.5,232.14098634214264
2147-06-30,2505415.5,235.28948289394094
2147-09-25,2505502.5,238.45946264923555
2147-12-21,2505589.5,241.63728456103993
2148-03-17,2505676.5,244.82400054905142
2148-06-12,2505763.5,248.0299360879468
2148-09-07,2505850.5,251.23094059392722
2148-12-03,2505937.5,254.46000305050555
2149-02-28,2506024.5,257.6739410787678
2149-05-26,2506111.5,260.9195931429942
2149-08-21,2506198.5,264.14645406270705
2149-11-16,2506285.5,267.40056771258855
2150-02-11,2506372.5,270.6402931736255
2150-05-09,2506459.5,273.8958062788009
2150-08-04,2506546.5,277.14594538463814
2150-10-30,2506633.5,280.3970077812239
2151-01-25,2506720.5,283.65476574760976
2151-04-22,2506807.5,286.8982525492596
2151-07-18,2506894.5,290.156519406228
2151-10-13,2506981.5,293.3902396269577
2152-01-08,2507068.5,296.64283966046554
2152-04-04,2507155.5,299.8669814277545
2152-06-30,2507242.5,303.1048463842866
2152-09-25,2507329.5,306.31798297863213
2152-12-21,2507416.5,309.53573074989157
2153-03-18,2507503.5,312.73666893772
2153-06-13,2507590.5,315.92918896370344
2153-09-08,2507677.5,319.1135972685505
2153-12-04,2507764.5,322.27957185523104
2154-03-01,2507851.5,325.4432038127226
2154-05-27,2507938.5,328.58158114835123
