JDUT,Ls
2431204.5,275.16453995589154
2431291.5,278.41380272793975
2431378.5,281.6682668548359
2431465.5,284.91015337782113
2431552.5,288.1665658625041
2431639.5,291.3995867184013
2431726.5,294.65176607060147
2431813.5,297.87529060140486
2431900.5,301.1142004829346
2431987.5,304.3276831469718
2432074.5,307.54761807629814
2432161.5,310.7490910191792
2432248.5,313.94444850137614
2432335.5,317.1305173257193
2432422.5,320.2990585061779
2432509.5,323.4649582817036
2432596.5,326.6058214283056
2432683.5,329.74658473427746
2432770.5,332.860015739088
2432857.5,335.970731894687
2432944.5,339.0568745492743
2433031.5,342.1348669976891
2433118.5,345.1925064956348
2433205.5,348.2362272128569
2433292.5,351.26352316784255
2433379.5,354.27372960368245
2433466.5,357.2685311855809
2433553.5,0.24605037006559677
2433640.5,3.206926896383855
2433727.5,6.152838649675956
2433814.5,9.07957783919575
2433901.5,11.994084474673047
2433988.5,14.887974388509102
2434075.5,17.770307060624205
2434162.5,20.63405253241212
2434249.5,23.483593558045705
2434336.5,26.31993816625044
2434423.5,29.136530924875842
2434510.5,31.94793397087684
2434597.5,34.73337802791007
2434684.5,37.520176466630254
2434771.5,40.277323860936285
2434858.5,43.03979763652741
2434945.5,45.7735234689788
2435032.5,48.50951672815956
2435119.5,51.224342900421135
2435206.5,53.93432765004319
2435293.5,56.63526275080441
2435380.5,59.318852372686514
2435467.5,62.00739901642404
2435554.5,64.66910815124876
2435641.5,67.34629220574013
2435728.5,69.99004114566992
2435815.5,72.65341314770096
2435902.5,75.28633991532362
2435989.5,77.93510159672277
2436076.5,80.56245064741928
2436163.5,83.19507389075588
2436250.5,85.82215755022143
2436337.5,88.440300637376
2436424.5,91.06900446043399
2436511.5,93.67632893256311
2436598.5,96.30692083114592
2436685.5,98.90896318838493
2436772.5,101.53905971145629
2436859.5,104.14322574810393
2436946.5,106.77157713071081
2437033.5,109.38309604826749
2437120.5,112.0086653946324
2437207.5,114.63294892405789
2437294.5,117.25849924554257
2437381.5,119.89701581895216
2437468.5,122.5258311610845
2437555.5,125.17972655173759
2437642.5,127.81827063838469
2437729.5,130.48582483527977
2437816.5,133.1395362725008
2437903.5,135.8201713864048
2437990.5,138.49465632815696
2438077.5,141.18813093268972
2438164.5,143.8864588660361
2438251.5,146.59543363654484
2438338.5,149.3189011969939
2438425.5,152.04646341637152
2438512.5,154.79527313326787
2438599.5,157.54601460273344
2438686.5,160.31955995673195
2438773.5,163.0967788202114
2438860.5,165.89532012891382
2438947.5,168.70220513877567
2439034.5,171.52677524391368
2439121.5,174.36426095880128
2439208.5,177.2171973672088
2439295.5,180.08543593416385
2439382.5,182.96937895702425
2439469.5,185.8679995011498
2439556.5,188.78491779135598
2439643.5,191.7138391904558
2439730.5,194.66451583209496
2439817.5,197.62501673288557
2439904.5,200.60868731729875
2439991.5,203.60211979259526
2440078.5,206.61697010409355
2440165.5,209.64541027966055
2440252.5,212.68892923203427
2440339.5,215.752899708177
2440426.5,218.82365960214432
2440513.5,221.92234349762182
2440600.5,225.01952359606358
2440687.5,228.14956018170557
2440774.5,231.27463834866285
2440861.5,234.43147300793933
2440948.5,237.58465552621888
2441035.5,240.7625783372764
2441122.5,243.94496317147707
2441209.5,247.13922974862336
2441296.5,250.34820143063425
2441383.5,253.55490281038382
2441470.5,256.787252237203
2441557.5,260.0050079158208
2441644.5,263.2536567684902
2441731.5,266.48222667409334
2441818.5,269.73976399366865
2441905.5,272.9790868911271
2441992.5,276.2374807666832
2442079.5,279.48649338140035
2442166.5,282.7396622224804
2442253.5,285.9941399744672
2442340.5,289.2377173886921
2442427.5,292.4931317679604
2442514.5,295.7252781093192
2442601.5,298.9733858979357
2442688.5,302.1930690642507
2442775.5,305.4275341471553
2442862.5,308.6347854447333
2442949.5,311.8474207941007
2443036.5,315.04005763298295
2443123.5,318.22716742765823
2443210.5,321.4024958515354
2443297.5,324.5607992886547
2443384.5,327.71377613545053
2443471.5,330.84324927963644
2443558.5,333.9695830168798
2443645.5,337.0698091158787
2443732.5,340.1650238169756
2443819.5,343.23618241896133
2443906.5,346.2975877616395
2443993.5,349.3386661714514
2444080.5,352.36526492268365
2444167.5,355.37465862725713
2444254.5,358.367074994881
2444341.5,1.3429439676530666
2444428.5,4.302627626090619
2444515.5,7.243787560219335
2444602.5,10.171868055136395
2444689.5,13.079006764291565
2444776.5,15.97593863030383
2444863.5,18.85078429312155
2444950.5,21.716430840117585
2445037.5,24.562692455786543
2445124.5,27.39659328931985
2445211.5,30.217110408028738
2445298.5,33.0193196189421
2445385.5,35.81705207870486
2445472.5,38.58897908361135
2445559.5,41.364238545484874
2445646.5,44.109160265621995
2445733.5,46.86139222972622
2445820.5,49.583866782127934
2445907.5,52.31169830622675
2445994.5,55.017019536089144
2446081.5,57.71931806001027
2446168.5,60.411241844672475
2446255.5,63.089081001098556
2446342.5,65.77094005518903
2446429.5,68.42640572510284
2446516.5,71.09747724578301
2446603.5,73.73609908623379
2446690.5,76.39623819483717
2446777.5,79.02395242632929
2446864.5,81.66965739846856
2446951.5,84.29343516542635
2447038.5,86.92546472497088
2447125.5,89.54982015534851
2447212.5,92.16812111294416
2447299.5,94.79598604233826
2447386.5,97.40536336015774
2447473.5,100.03667802621976
2447560.5,102.64178116815968
2447647.5,105.27575518470321
2447734.5,107.88403606097387
2447821.5,110.51826152824506
2447908.5,113.13584914178199
2447995.5,115.77061521798836
2448082.5,118.40269141306854
2448169.5,121.03856561875438
2448256.5,123.68696890904344
2448343.5,126.32907257156367
2448430.5,128.9943426554321
2448517.5,131.6466218249792
2448604.5,134.32738783875803
2448691.5,136.99664527703993
2448778.5,139.69255351564348
2448865.5,142.3828052539231
2448952.5,145.09364105651028
2449039.5,147.80916261585352
2449126.5,150.53718922740316
2449213.5,153.27898067525132
2449300.5,156.02734991246024
2449387.5,158.795718759271
2449474.5,161.56851601379526
2449561.5,164.3629235714831
2449648.5,167.16373527375117
2449735.5,169.9845342588186
2449822.5,172.81557491524015
2449909.5,175.66398910121495
2449996.5,178.52641597426435
2450083.5,181.40455532988747
2450170.5,184.29805493199748
2450257.5,187.2082165590897
2450344.5,190.13219106567954
2450431.5,193.07604182038045
2450518.5,196.03041386138904
2450605.5,199.00835816714974
2450692.5,201.99376501588694
2450779.5,205.00426903326573
2450866.5,208.02251959293105
2450953.5,211.06314849129214
2451040.5,214.11521471543648
2451127.5,217.1828593497852
2451214.5,220.26938955475438
2451301.5,223.36180959157332
2451388.5,226.48097598815943
2451475.5,229.5973200653302
2451562.5,232.7463486293895
2451649.5,235.88692275098998
2451736.5,239.06002058254793
2451823.5,242.2267935239734
2451910.5,245.41920127590134
2451997.5,248.61204942654885
2452084.5,251.81752710204893
2452171.5,255.0356259208536
2452258.5,258.2519286375047
2452345.5,261.4903713713241
2452432.5,264.71400581027217
2452519.5,267.9670563005874
2452606.5,271.19888913605485
2452693.5,274.4581531476121
2452780.5,277.6963367266786
2452867.5,280.9538266464085
2452954.5,284.1983276705767
2453041.5,287.446971924995
2453128.5,290.69343390313765
2453215.5,293.92907067574936
2453302.5,297.17264717338657
2453389.5,300.393085693936
2453476.5,303.62665594789837
2453563.5,306.8315806988972
2453650.5,310.0480313121244
2453737.5,313.2363961127818
2453824.5,316.42949145232694
2453911.5,319.60054583712366
2453998.5,322.7654367086418
2454085.5,325.9158826211651
2454172.5,329.0504965606594
2454259.5,332.17722370947683
2454346.5,335.28110268081446
2454433.5,338.37924612039683
2454520.5,341.45299220557945
2454607.5,344.51947437801664
2454694.5,347.563127322187
2454781.5,350.5954398379194
2454868.5,353.60837323939694
2454955.5,356.60635110200207
2455042.5,359.58719293548484
2455129.5,2.551646008535519
2455216.5,5.498990443911872
2455303.5,8.431588237652473
2455390.5,11.344677136337578
2455477.5,14.246570152026862
2455564.5,17.12572166370883
2455651.5,19.9971884211882
2455738.5,22.84501117135896
2455825.5,25.68545667008369
2455912.5,28.504708981923077
2455999.5,31.31341136853107
2456086.5,34.10843864888768
2456173.5,36.88581862970716
2456260.5,39.65827090426263
2456347.5,42.40552359023662
2456434.5,45.15764794011724
2456521.5,47.87863211239858
2456608.5,50.6088674900032
2456695.5,53.3081414022631
2456782.5,56.01610453622102
2456869.5,58.69988197493553
2456956.5,61.38376883825912
2457043.5,64.05654405534221
2457130.5,66.71783562035364
2457217.5,69.38248899546215
2457304.5,72.02337271323066
2457391.5,74.68060709006782
2457478.5,77.30658903518284
2457565.5,79.9547659897226
2457652.5,82.57126339169956
2457739.5,85.20910329209681
2457826.5,87.82362656762001
2457913.5,90.44910405960528
2458000.5,93.06595493269141
2458087.5,95.68075822793406
2458174.5,98.3038643727647
2458261.5,100.91055603478125
2458348.5,103.5389817988107
2458435.5,106.14357967044724
2458522.5,108.77669790281274
2458609.5,111.38506840600687
2458696.5,114.02056905437074
2458783.5,116.63929675187367
2458870.5,119.27698613666674
2458957.5,121.910719348379
2459044.5,124.55196039790987
2459131.5,127.20394589993715
2459218.5,129.8520589113864
2459305.5,132.52236758965105
2459392.5,135.18305852152437
2459479.5,137.87149548941184
2459566.5,140.54982190554938
2459653.5,143.25474455115025
2459740.5,145.9561394182666
2459827.5,148.67878568794518
2459914.5,151.4059364557732
2460001.5,154.14731913522743
2460088.5,156.90215914512865
2460175.5,159.66601213376546
2460262.5,162.4484642238467
2460349.5,165.237756746831
2460436.5,168.04759149057776
2460523.5,170.86600105965886
2460610.5,173.70330616855978
2460697.5,176.55276737776526
2460784.5,179.418769042921
2460871.5,182.29999888426784
2460958.5,185.19687288243534
2461045.5,188.10945283961567
2461132.5,191.03920195102836
2461219.5,193.98233914410207
2461306.5,196.946674908072
2461393.5,199.92027843157123
2461480.5,202.9188990979595
2461567.5,205.9235752144212
2461654.5,208.95552466765778
2461741.5,211.99305255910082
2461828.5,215.05467718802242
2461915.5,218.12629772063326
2462002.5,221.21507377103546
2462089.5,224.3215256861768
2462176.5,227.4341615669186
2462263.5,230.5734465363118
2462350.5,233.7096522886906
2462437.5,236.8785572570477
2462524.5,240.03796755998286
2462611.5,243.23075413866573
2462698.5,246.41444561430916
2462785.5,249.62467363440004
2462872.5,252.83246230874607
2462959.5,256.0542068516748
2463046.5,259.28441889509156
2463133.5,262.51264496579273
2463220.5,265.76106105129224
2463307.5,268.9945386076675
2463394.5,272.2546729394839
2463481.5,275.49168839976926
2463568.5,278.75547481551394
2463655.5,281.9970098660528
2463742.5,285.2568604967028
2463829.5,288.500231065551
2463916.5,291.74899840225004
2464003.5,294.99255497475264
2464090.5,298.22610717668266
2464177.5,301.46383354731967
2464264.5,304.6795674477782
2464351.5,307.90593772673543
2464438.5,311.1036043490973
2464525.5,314.3108242544047
2464612.5,317.49006971359665
2464699.5,320.67260341326283
2464786.5,323.83205480501715
2464873.5,326.9852061975566
2464960.5,330.12254200062193
2465047.5,333.24462748814324
2465134.5,336.356086746215
2465221.5,339.4462200177795
2465308.5,342.52836880885764
2465395.5,345.58730995502486
2465482.5,348.6366103835241
2465569.5,351.66435146645836
2465656.5,354.67910065658754
2465743.5,357.67520504111
2465830.5,0.6552135468269996
2465917.5,3.6183802758780472
2466004.5,6.5649472170422465
2466091.5,9.493743129104292
2466178.5,12.408614518006967
2466265.5,15.302859360704367
2466352.5,18.18741423738835
2466439.5,21.047894997969003
2466526.5,23.902786186085674
2466613.5,26.73248754861653
2466700.5,29.557430806251013
2466787.5,32.3602661049248
2466874.5,35.15494116519151
2466961.5,37.93497147293557
2467048.5,40.69915101024128
2467135.5,43.4594569785652
2467222.5,46.19532697668515
2467309.5,48.93662793594155
2467396.5,51.64687848806122
2467483.5,54.368912155404665
2467570.5,57.05931446453141
2467657.5,59.76024247757511
2467744.5,62.435400963315864
2467831.5,65.11429038226399
2467918.5,67.78014138755293
2468005.5,70.43686900975906
2468092.5,73.09578846430868
2468179.5,75.73315284948944
2468266.5,78.38646940187695
2468353.5,81.00893753900327
2468440.5,83.65491138954373
2468527.5,86.26962218427528
2468614.5,88.90654538238715
2468701.5,91.51905970088929
2468788.5,94.14586964833816
2468875.5,96.76289460953451
2468962.5,99.38035094760542
2469049.5,102.00374361437696
2469136.5,104.61485748451804
2469223.5,107.24724314758126
2469310.5,109.8574516548258
2469397.5,112.49590557816687
2469484.5,115.11150457016032
2469571.5,117.75596283280683
2469658.5,120.38389279991699
2469745.5,123.0322651464146
2469832.5,125.67683407994285
2469919.5,128.3317263433253
2470006.5,130.99607752557267
2470093.5,133.65979280809017
2470180.5,136.34432326523842
2470267.5,139.0220717928262
2470354.5,141.726318186801
2470441.5,144.4229803803153
2470528.5,147.14624798601457
2470615.5,149.86685381723404
2470702.5,152.60906600159402
2470789.5,155.35670510437998
2470876.5,158.12001184209493
2470963.5,160.89621676133797
2471050.5,163.68321067365255
2471137.5,166.48800038811314
2471224.5,169.3024480221959
2471311.5,172.13578105383942
2471398.5,174.98026083923475
2471485.5,177.84237466248834
2471572.5,180.71891049992118
2471659.5,183.61097333704015
2471746.5,186.51979437778346
2471833.5,189.44375676716643
2471920.5,192.38413178152302
2472007.5,195.34198372213623
2472094.5,198.3127993447867
2472181.5,201.30565601602848
2472268.5,204.3064244782556
2472355.5,207.33396377448923
2472442.5,210.36533421244295
2472529.5,213.4249959511313
2472616.5,216.48784991137478
2472703.5,219.57661195674382
2472790.5,222.67247578962923
2472877.5,225.7856427647583
2472964.5,228.91387404201197
2473051.5,232.0489447662033
2473138.5,235.20868653477493
2473225.5,238.36306780274657
2473312.5,241.54907982549233
2473399.5,244.72371866977443
2473486.5,247.93135765386768
2473573.5,251.12647422430294
2473660.5,254.34819213635336
2473747.5,257.5647258920048
2473834.5,260.7957880833679
2473921.5,264.0317079746807
2474008.5,267.26670718132107
2474095.5,270.51862162162024
2474182.5,273.7553937584342
2474269.5,277.0162931603232
2474356.5,280.2534448025736
2474443.5,283.5158601793674
2474530.5,286.75308105382504
2474617.5,290.0077181659334
2474704.5,293.2438260435947
2474791.5,296.48496955858906
2474878.5,299.71687673891097
2474965.5,302.9389954870507
2475052.5,306.16207286332605
2475139.5,309.36395992840113
2475226.5,312.57218630046407
2475313.5,315.7520862831909
2475400.5,318.93896262273813
2475487.5,322.0973951589159
2475574.5,325.2571684942959
2475661.5,328.3928012220733
2475748.5,331.521550393914
2475835.5,334.63273693164456
2475922.5,337.7286958073613
2476009.5,340.8122092431424
2476096.5,343.87556110232896
2476183.5,346.92821072172535
2476270.5,349.95930189191796
2476357.5,352.9785080054548
2476444.5,355.97794849864385
2476531.5,358.9625309074465
2476618.5,1.929869045845876
2476705.5,4.880185314418037
2476792.5,7.814517086248829
2476879.5,10.732290891317765
2476966.5,13.632693636207806
2477053.5,16.51998453532605
2477140.5,19.385873625147973
2477227.5,22.244128126572456
2477314.5,25.077231006856213
2477401.5,27.90686070536147
2477488.5,30.709551688709116
2477575.5,33.510019456970404
2477662.5,36.2868974057
2477749.5,39.05753867987325
2477836.5,41.81217331516306
2477923.5,44.55314275468086
2478010.5,47.28942501145603
2478097.5,50.00187016178275
2478184.5,52.720658688026
2478271.5,55.40882736856453
2478358.5,58.11039075025902
2478445.5,60.77900302902721
2478532.5,63.46103572254549
2478619.5,66.11713181118864
2478706.5,68.77961765570399
2478793.5,71.42742949418661
2478880.5,74.06946074798311
2478967.5,76.71338914240155
2479054.5,79.33854735085761
2479141.5,81.97887373437355
2479228.5,84.59040346297748
2479315.5,87.22685052902051
2479402.5,89.83227735612171
2479489.5,92.46230338997329
2479576.5,95.06773579421007
2479663.5,97.69026562168223
2479750.5,100.30167922983973
2479837.5,102.91691452344665
2479924.5,105.53745018705835
2480011.5,108.14846645664863
2480098.5,110.77853708482769
2480185.5,113.38963462220613
2480272.5,116.02891323062258
2480359.5,118.64680241069738
2480446.5,121.2930083827916
2480533.5,123.92316516058835
2480620.5,126.57631355574556
2480707.5,129.22486344161442
2480794.5,131.8852150643266
2480881.5,134.55413323511715
2480968.5,137.22552635187557
2481055.5,139.91654943575315
2481142.5,142.60311521386214
2481229.5,145.31507535705697
2481316.5,148.022321859442
2481403.5,150.7553537096639
2481490.5,153.48741196022186
2481577.5,156.24152822306303
2481664.5,159.0017732835066
2481751.5,161.77867618800025
2481838.5,164.5682524068867
2481925.5,167.3704530101386
2482012.5,170.1896526011517
2482099.5,173.02030938177663
2482186.5,175.8686631068829
2482273.5,178.73045130528288
2482360.5,181.6082962683424
2482447.5,184.5026087006073
2482534.5,187.41126817920644
2482621.5,190.33808968240896
2482708.5,193.27909675615402
2482795.5,196.23732399790472
2482882.5,199.2129325029835
2482969.5,202.2014254757554
2483056.5,205.21218883639278
2483143.5,208.23011609905984
2483230.5,211.27605203411213
2483317.5,214.32410230911864
2483404.5,217.40217606672408
2483491.5,220.48145324328146
2483578.5,223.58810783049003
2483665.5,226.69983539007964
2483752.5,229.8305685317654
2483839.5,232.97497096899764
2483926.5,236.1266892549929
2484013.5,239.30160631480052
2484100.5,242.47218333540067
2484187.5,245.67428877225097
2484274.5,248.86345140647
2484361.5,252.08559296260955
2484448.5,255.29341365809373
2484535.5,258.5291800714468
2484622.5,261.75588849926334
2484709.5,264.9973585358956
2484796.5,268.2407702573904
2484883.5,271.4839134891749
2484970.5,274.7402794571997
2485057.5,277.98152603798076
2485144.5,281.24434048563216
2485231.5,284.4832210102435
2485318.5,287.74481242406137
2485405.5,290.98016162238235
2485492.5,294.2327360850366
2485579.5,297.46409767909716
2485666.5,300.7002760520931
2485753.5,303.92474287788724
2485840.5,307.140766632742
2485927.5,310.3547192425813
2486014.5,313.5476808501491
2486101.5,316.744720542044
2486188.5,319.9149925825076
2486275.5,323.08972310116246
2486362.5,326.23624111518524
2486449.5,329.38266910186593
2486536.5,332.50520936560304
2486623.5,335.62042961052924
2486710.5,338.71679411412725
2486797.5,341.79861109676386
2486884.5,344.86648329422576
2486971.5,347.9152783157439
2487058.5,350.951550373069
2487145.5,353.96786299717786
2487232.5,356.9702276546166
2487319.5,359.95450189278944
2487406.5,2.922101315485695
2487493.5,5.873987322952197
2487580.5,8.807490481301055
2487667.5,11.725948434381772
2487754.5,14.627395344718808
2487841.5,17.51158255910183
2487928.5,20.382904623839497
2488015.5,23.232685111363008
2488102.5,26.07598995710296
2488189.5,28.892856236465903
2488276.5,31.708276938812826
2488363.5,34.49569889346241
2488450.5,37.28360475763517
2488537.5,40.04633128190397
2488624.5,42.80549175745415
2488711.5,45.54820893498602
2488798.5,48.27937386109922
2488885.5,51.005434098782075
2488972.5,53.709610680818926
2489059.5,56.42057152067579
2489146.5,59.10130283178883
2489233.5,61.79650834168482
2489320.5,64.4589070730455
2489407.5,67.13723244563676
2489494.5,69.78727997821
2489581.5,72.44640582701463
2489668.5,75.090061053812
2489755.5,77.73101950307944
2489842.5,80.37155594149993
2489929.5,82.99500476684635
2490016.5,85.63375175649239
2490103.5,88.24591730112672
2490190.5,90.88179272642786
2490277.5,93.48698224559351
2490364.5,96.1183875416289
2490451.5,98.72522498531534
2490538.5,101.3509870803075
2490625.5,103.96386968925412
2490712.5,106.58411692436836
2490799.5,109.20832114702732
2490886.5,111.8256891909754
2490973.5,114.46128094272969
2491060.5,117.08062561654086
2491147.5,119.727572455087
2491234.5,122.35491181989502
2491321.5,125.01123576996692
2491408.5,127.65318598160081
2491495.5,130.31895965137318
2491582.5,132.97983120781922
2491669.5,135.65555219646933
2491756.5,138.33920650653275
2491843.5,141.0279283877047
2491930.5,143.73455009985753
2492017.5,146.43993974742523
2492104.5,149.1698575495363
2492191.5,151.89719163018773
2492278.5,154.64922871252563
2492365.5,157.40248003135494
2492452.5,160.1775140516282
2492539.5,162.95980482100114
2492626.5,165.7592130972679
2492713.5,168.57164394344466
2492800.5,171.39818430923427
2492887.5,174.24092770370024
2492974.5,177.09729726956468
2493061.5,179.97022172761564
2493148.5,182.8589051908883
2493235.5,185.76223159703582
2493322.5,188.6843249483523
2493409.5,191.6191944496997
2493496.5,194.57427824498183
2493583.5,197.54264074575724
2493670.5,200.52925951841485
2493757.5,203.53250427737345
2493844.5,206.54881487004783
2493931.5,209.5879991589339
2494018.5,212.63341340600343
2494105.5,215.70700041698547
2494192.5,218.78108922518518
2494279.5,221.88665477442842
2494366.5,224.9907727716448
2494453.5,228.12312108103845
2494540.5,231.25754341430596
2494627.5,234.41213944907906
2494714.5,237.57713187502745
2494801.5,240.74907910807343
2494888.5,243.94214953810592
2494975.5,247.1297778758181
2495062.5,250.3464516164071
2495149.5,253.54830113512523
2495236.5,256.78241721434586
2495323.5,259.9999037187176
2495410.5,263.24435571493433
2495497.5,266.47643794675605
2495584.5,269.7248472368542
2495671.5,272.9717283139993
2495758.5,276.2185648686008
2495845.5,279.4749706284404
2495932.5,282.7171216594044
2496019.5,285.9782650321411
2496106.5,289.2144598048383
2496193.5,292.4709881878176
2496280.5,295.70055598848484
2496367.5,298.9456177166547
2496454.5,302.16745821660555
2496541.5,305.39362598553186
2496628.5,308.60516498885244
2496715.5,311.8083179114867
2496802.5,315.005650350911
2496889.5,318.1832318359011
2496976.5,321.36137300160317
2497063.5,324.51283285925155
2497150.5,327.66571502136856
2497237.5,330.7911582304261
2497324.5,333.91435873749
2497411.5,337.01316014994194
2497498.5,340.10302068056757
2497585.5,343.17368916644995
2497672.5,346.2296469913901
2497759.5,349.2698569846566
2497846.5,352.29175219260554
2497933.5,355.29914800983494
2498020.5,358.28816044654457
2498107.5,1.2610463815781203
2498194.5,4.217650823000822
2498281.5,7.155628247530221
