 Date__(UT)__HR:MN, , , hEcl-Lon,hEcl-Lat,      PlAng,  Tru_Anom,  App_Lon_Sun,
*******************************************************************************
$$SOE
 1910-Feb-01 00:00, , , 325.2136, -4.6392,    0.00846,   72.5113,  273.9181033,
 1910-Mar-01 00:00, , , 333.2307, -5.3486,    0.00846,   80.5190,  281.9359523,
 1910-Apr-01 00:00, , , 341.9056, -5.9972,    0.00844,   89.1598,  290.5924238,
 1910-May-01 00:00, , , 350.1021, -6.4838,    0.00840,   97.3059,  298.7545763,
 1910-Jun-01 00:00, , , 358.3726, -6.8410,    0.00833,  105.5106,  306.9766992,
 1910-Jul-01 00:00, , ,   6.1920, -7.0488,    0.00825,  113.2620,  314.7413334,
 1910-Aug-01 00:00, , ,  14.0930, -7.1269,    0.00816,  121.0955,  322.5821717,
 1910-Sep-01 00:00, , ,  21.8256, -7.0736,    0.00806,  128.7636,  330.2554893,
 1910-Oct-01 00:00, , ,  29.1631, -6.9051,    0.00796,  136.0446,  337.5401947,
 1910-Nov-01 00:00, , ,  36.6110, -6.6194,    0.00785,  143.4426,  344.9417122,
 1910-Dec-01 00:00, , ,  43.7059, -6.2436,    0.00773,  150.4968,  352.0018692,
 1911-Jan-01 00:00, , ,  50.9395, -5.7622,    0.00760,  157.7006,  359.2117816,
 1911-Feb-01 00:00, , ,  58.0934, -5.1955,    0.00747,  164.8398,    6.3555331,
 1911-Mar-01 00:00, , ,  64.5039, -4.6180,    0.00734,  171.2491,   12.7686017,
 1911-Apr-01 00:00, , ,  71.5645, -3.9146,    0.00720,  178.3213,   19.8445937,
 1911-May-01 00:00, , ,  78.3804, -3.1780,    0.00705,  185.1584,   26.6872799,
 1911-Jun-01 00:00, , ,  85.4282, -2.3682,    0.00688,  192.2344,   33.7733100,
 1911-Jul-01 00:00, , ,  92.2748, -1.5461,    0.00672,  199.1144,   40.6651271,
 1911-Aug-01 00:00, , ,  99.3996, -0.6668,    0.00653,  206.2785,   47.8427186,
 1911-Sep-01 00:00, , , 106.5991,  0.2325,    0.00634,  213.5220,   55.0981730,
 1911-Oct-01 00:00, , , 113.6606,  1.1110,    0.00614,  220.6302,   62.2135890,
 1911-Nov-01 00:00, , , 121.0787,  2.0150,    0.00593,  228.0944,   69.6837834,
 1911-Dec-01 00:00, , , 128.3975,  2.8729,    0.00572,  235.4510,   77.0460757,
 1912-Jan-01 00:00, , , 136.1280,  3.7268,    0.00549,  243.2090,   84.8108179,
 1912-Feb-01 00:00, , , 144.0511,  4.5301,    0.00525,  251.1407,   92.7540694,
 1912-Mar-01 00:00, , , 151.6553,  5.2188,    0.00500,  258.7364,  100.3619948,
 1912-Apr-01 00:00, , , 160.0057,  5.8681,    0.00471,  267.0632,  108.6984991,
 1912-May-01 00:00, , , 168.3164,  6.3903,    0.00441,  275.3363,  116.9781031,
 1912-Jun-01 00:00, , , 177.1483,  6.7984,    0.00407,  284.1180,  125.7608691,
 1912-Jul-01 00:00, , , 185.9313,  7.0453,    0.00373,  292.8457,  134.4830931,
 1912-Aug-01 00:00, , , 195.2424,  7.1283,    0.00335,  302.0932,  143.7231501,
 1912-Sep-01 00:00, , , 204.7748,  7.0206,    0.00295,  311.5624,  153.1833842,
 1912-Oct-01 00:00, , , 214.1849,  6.7258,    0.00253,  320.9211,  162.5302090,
 1912-Nov-01 00:00, , , 224.0649,  6.2227,    0.00209,  330.7651,  172.3598713,
 1912-Dec-01 00:00, , , 233.7376,  5.5514,    0.00164,  340.4281,  182.0047406,
 1913-Jan-01 00:00, , , 243.8016,  4.6846,    0.00116,  350.5128,  192.0658639,
 1913-Feb-01 00:00, , , 253.8869,  3.6695,    0.00068,    0.6475,  202.1753279,
 1913-Mar-01 00:00, , , 262.9742,  2.6549,    0.00023,    9.8012,  211.3053005,
 1913-Apr-01 00:00, , , 272.9693,  1.4610,   -0.00026,   19.8875,  221.3648797,
 1913-May-01 00:00, , , 282.5393,  0.2746,   -0.00075,   29.5565,  231.0070227,
 1913-Jun-01 00:00, , , 292.2893, -0.9419,   -0.00124,   39.4152,  240.8323614,
 1913-Jul-01 00:00, , , 301.5647, -2.0738,   -0.00172,   48.7948,  250.1733720,
 1913-Aug-01 00:00, , , 310.9640, -3.1639,   -0.00219,   58.2931,  259.6258265,
 1913-Sep-01 00:00, , , 320.1609, -4.1466,   -0.00265,   67.5746,  268.8563992,
 1913-Oct-01 00:00, , , 328.8605, -4.9768,   -0.00308,   76.3341,  277.5680109,
 1913-Nov-01 00:00, , , 337.6397, -5.6971,   -0.00350,   85.1481,  286.3385728,
 1913-Dec-01 00:00, , , 345.9330, -6.2547,   -0.00388,   93.4505,  294.6055031,
 1914-Jan-01 00:00, , , 354.2981, -6.6847,   -0.00427,  101.8004,  302.9283716,
 1914-Feb-01 00:00, , ,   2.4635, -6.9679,   -0.00464,  109.9325,  311.0406664,
 1914-Mar-01 00:00, , ,   9.6759, -7.1017,   -0.00497,  117.1073,  318.2000137,
 1914-Apr-01 00:00, , ,  17.4931, -7.1210,   -0.00532,  124.8775,  325.9569920,
 1914-May-01 00:00, , ,  24.9036, -7.0183,   -0.00565,  132.2417,  333.3118304,
 1914-Jun-01 00:00, , ,  32.4176, -6.7956,   -0.00598,  139.7113,  340.7745801,
 1914-Jul-01 00:00, , ,  39.5670, -6.4759,   -0.00629,  146.8211,  347.8831704,
 1914-Aug-01 00:00, , ,  46.8467, -6.0473,   -0.00660,  154.0671,  355.1320975,
 1914-Sep-01 00:00, , ,  54.0364, -5.5281,   -0.00691,  161.2359,    2.3038535,
 1914-Oct-01 00:00, , ,  60.9277, -4.9483,   -0.00720,  168.1211,    9.1907998,
 1914-Nov-01 00:00, , ,  68.0008, -4.2781,   -0.00749,  175.2051,   16.2727184,
 1914-Dec-01 00:00, , ,  74.8198, -3.5693,   -0.00777,  182.0510,   23.1124303,
 1915-Jan-01 00:00, , ,  81.8610, -2.7833,   -0.00804,  189.1317,   30.1864987,
 1915-Feb-01 00:00, , ,  88.9199, -1.9523,   -0.00831,  196.2387,   37.2879441,
 1915-Mar-01 00:00, , ,  95.3302, -1.1709,   -0.00855,  202.6974,   43.7432693,
 1915-Apr-01 00:00, , , 102.4879, -0.2811,   -0.00882,  209.9111,   50.9552503,
 1915-May-01 00:00, , , 109.4972,  0.5947,   -0.00907,  216.9785,   58.0188860,
 1915-Jun-01 00:00, , , 116.8495,  1.5034,   -0.00933,  224.3923,   65.4255880,
 1915-Jul-01 00:00, , , 124.0932,  2.3737,   -0.00958,  231.6928,   72.7169464,
 1915-Aug-01 00:00, , , 131.7346,  3.2494,   -0.00982,  239.3868,   80.3988932,
 1915-Sep-01 00:00, , , 139.5577,  4.0847,   -0.01005,  247.2491,   88.2502038,
 1915-Oct-01 00:00, , , 147.3217,  4.8373,   -0.01026,  255.0332,   96.0267758,
 1915-Nov-01 00:00, , , 155.5622,  5.5375,   -0.01046,  263.2767,  104.2630128,
 1915-Dec-01 00:00, , , 163.7616,  6.1201,   -0.01064,  271.4606,  112.4403956,
 1916-Jan-01 00:00, , , 172.4759,  6.6018,   -0.01080,  280.1416,  121.1139940,
 1916-Feb-01 00:00, , , 181.4387,  6.9389,   -0.01093,  289.0585,  130.0202927,
 1916-Mar-01 00:00, , , 190.0441,  7.1043,   -0.01102,  297.6098,  138.5624087,
 1916-Apr-01 00:00, , , 199.4660,  7.1038,   -0.01108,  306.9656,  147.9116771,
 1916-May-01 00:00, , , 208.7823,  6.9167,   -0.01111,  316.2173,  157.1599680,
 1916-Jun-01 00:00, , , 218.5831,  6.5245,   -0.01109,  325.9573,  166.9010251,
 1916-Jul-01 00:00, , , 228.1990,  5.9552,   -0.01102,  335.5300,  176.4766786,
 1916-Aug-01 00:00, , , 238.2269,  5.1831,   -0.01091,  345.5397,  186.4867785,
 1916-Sep-01 00:00, , , 248.2995,  4.2468,   -0.01073,  355.6241,  196.5687069,
